plate,plate_glycerol,row,col,cross_letter,cross,genotype,strain_num,passage,contamination
IMG_071_crop.JPG,IMG_099_crop.JPG,5,16,B,M1,M,67,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,6,16,A,L1,L,68,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,7,16,B,M1,M,68,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,8,16,A,L1,L,69,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,9,16,B,M1,M,69,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,10,16,A,L1,L,70,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,11,16,B,M1,M,70,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,12,16,A,L1,L,71,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,13,16,B,M1,M,71,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,14,16,A,L1,L,72,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,15,16,B,M1,M,72,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,0,17,C,H1,H,65,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,1,17,D,L2,L,65,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,2,17,C,H1,H,66,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,3,17,D,L2,L,66,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,4,17,C,H1,H,67,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,5,17,D,L2,L,67,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,6,17,C,H1,H,68,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,7,17,D,L2,L,68,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,8,17,C,H1,H,69,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,9,17,D,L2,L,69,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,10,17,C,H1,H,70,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,11,17,D,L2,L,70,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,12,17,C,H1,H,71,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,13,17,D,L2,L,71,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,14,17,C,H1,H,72,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,15,17,D,L2,L,72,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,0,18,A,L1,L,73,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,1,18,B,M1,M,73,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,2,18,A,L1,L,74,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,3,18,B,M1,M,74,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,4,18,A,L1,L,75,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,5,18,B,M1,M,75,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,6,18,A,L1,L,76,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,7,18,B,M1,M,76,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,8,18,A,L1,L,77,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,9,18,B,M1,M,77,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,10,18,A,L1,L,78,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,11,18,B,M1,M,78,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,12,18,A,L1,L,79,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,13,18,B,M1,M,79,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,14,18,A,L1,L,80,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,15,18,B,M1,M,80,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,0,19,C,H1,H,73,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,1,19,D,L2,L,73,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,2,19,C,H1,H,74,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,3,19,D,L2,L,74,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,4,19,C,H1,H,75,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,5,19,D,L2,L,75,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,6,19,C,H1,H,76,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,7,19,D,L2,L,76,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,8,19,C,H1,H,77,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,9,19,D,L2,L,77,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,10,19,C,H1,H,78,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,11,19,D,L2,L,78,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,12,19,C,H1,H,79,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,13,19,D,L2,L,79,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,14,19,C,H1,H,80,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,15,19,D,L2,L,80,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,0,20,A,L1,L,81,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,1,20,B,M1,M,81,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,2,20,A,L1,L,82,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,3,20,B,M1,M,82,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,4,20,A,L1,L,83,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,5,20,B,M1,M,83,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,6,20,A,L1,L,84,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,7,20,B,M1,M,84,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,8,20,A,L1,L,85,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,9,20,B,M1,M,85,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,10,20,A,L1,L,86,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,11,20,B,M1,M,86,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,12,20,A,L1,L,87,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,13,20,B,M1,M,87,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,14,20,A,L1,L,88,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,15,20,B,M1,M,88,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,0,21,C,H1,H,81,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,1,21,D,L2,L,81,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,2,21,C,H1,H,82,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,3,21,D,L2,L,82,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,4,21,C,H1,H,83,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,5,21,D,L2,L,83,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,6,21,C,H1,H,84,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,7,21,D,L2,L,84,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,8,21,C,H1,H,85,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,9,21,D,L2,L,85,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,10,21,C,H1,H,86,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,11,21,D,L2,L,86,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,12,21,C,H1,H,87,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,13,21,D,L2,L,87,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,14,21,C,H1,H,88,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,15,21,D,L2,L,88,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,0,22,A,L1,L,89,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,1,22,B,M1,M,89,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,2,22,A,L1,L,90,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,3,22,B,M1,M,90,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,4,22,A,L1,L,91,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,5,22,B,M1,M,91,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,6,22,A,L1,L,92,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,7,22,B,M1,M,92,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,8,22,A,L1,L,93,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,9,22,B,M1,M,93,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,10,22,A,L1,L,94,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,11,22,B,M1,M,94,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,12,22,A,L1,L,95,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,13,22,B,M1,M,95,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,14,22,A,L1,L,96,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,15,22,B,M1,M,96,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,0,23,C,H1,H,89,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,1,23,D,L2,L,89,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,2,23,C,H1,H,90,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,3,23,D,L2,L,90,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,4,23,C,H1,H,91,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,5,23,D,L2,L,91,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,6,23,C,H1,H,92,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,7,23,D,L2,L,92,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,8,23,C,H1,H,93,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,9,23,D,L2,L,93,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,10,23,C,H1,H,94,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,11,23,D,L2,L,94,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,12,23,C,H1,H,95,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,13,23,D,L2,L,95,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,14,23,C,H1,H,96,1,1
IMG_071_crop.JPG,IMG_099_crop.JPG,15,23,D,L2,L,96,1,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,0,A,L1,L,1,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,0,B,M1,M,1,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,0,A,L1,L,2,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,0,B,M1,M,2,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,0,A,L1,L,3,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,0,B,M1,M,3,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,0,A,L1,L,4,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,0,B,M1,M,4,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,0,A,L1,L,5,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,0,B,M1,M,5,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,0,A,L1,L,6,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,0,B,M1,M,6,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,0,A,L1,L,7,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,0,B,M1,M,7,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,0,A,L1,L,8,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,0,B,M1,M,8,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,1,C,H1,H,1,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,1,D,L2,L,1,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,1,C,H1,H,2,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,1,D,L2,L,2,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,1,C,H1,H,3,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,1,D,L2,L,3,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,1,C,H1,H,4,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,1,D,L2,L,4,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,1,C,H1,H,5,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,1,D,L2,L,5,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,1,C,H1,H,6,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,1,D,L2,L,6,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,1,C,H1,H,7,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,1,D,L2,L,7,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,1,C,H1,H,8,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,1,D,L2,L,8,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,2,A,L1,L,9,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,2,B,M1,M,9,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,2,A,L1,L,10,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,2,B,M1,M,10,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,2,A,L1,L,11,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,2,B,M1,M,11,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,2,A,L1,L,12,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,2,B,M1,M,12,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,2,A,L1,L,13,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,2,B,M1,M,13,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,2,A,L1,L,14,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,2,B,M1,M,14,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,2,A,L1,L,15,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,2,B,M1,M,15,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,2,A,L1,L,16,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,2,B,M1,M,16,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,3,C,H1,H,9,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,3,D,L2,L,9,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,3,C,H1,H,10,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,3,D,L2,L,10,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,3,C,H1,H,11,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,3,D,L2,L,11,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,3,C,H1,H,12,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,3,D,L2,L,12,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,3,C,H1,H,13,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,3,D,L2,L,13,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,3,C,H1,H,14,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,3,D,L2,L,14,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,3,C,H1,H,15,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,3,D,L2,L,15,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,3,C,H1,H,16,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,3,D,L2,L,16,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,4,A,L1,L,17,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,4,B,M1,M,17,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,4,A,L1,L,18,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,4,B,M1,M,18,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,4,A,L1,L,19,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,4,B,M1,M,19,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,4,A,L1,L,20,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,4,B,M1,M,20,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,4,A,L1,L,21,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,4,B,M1,M,21,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,4,A,L1,L,22,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,4,B,M1,M,22,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,4,A,L1,L,23,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,4,B,M1,M,23,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,4,A,L1,L,24,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,4,B,M1,M,24,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,5,C,H1,H,17,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,5,D,L2,L,17,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,5,C,H1,H,18,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,5,D,L2,L,18,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,5,C,H1,H,19,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,5,D,L2,L,19,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,5,C,H1,H,20,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,5,D,L2,L,20,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,5,C,H1,H,21,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,5,D,L2,L,21,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,5,C,H1,H,22,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,5,D,L2,L,22,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,5,C,H1,H,23,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,5,D,L2,L,23,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,5,C,H1,H,24,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,5,D,L2,L,24,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,6,A,L1,L,25,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,6,B,M1,M,25,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,6,A,L1,L,26,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,6,B,M1,M,26,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,6,A,L1,L,27,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,6,B,M1,M,27,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,6,A,L1,L,28,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,6,B,M1,M,28,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,6,A,L1,L,29,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,6,B,M1,M,29,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,6,A,L1,L,30,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,6,B,M1,M,30,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,6,A,L1,L,31,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,6,B,M1,M,31,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,6,A,L1,L,32,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,6,B,M1,M,32,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,7,C,H1,H,25,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,7,D,L2,L,25,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,7,C,H1,H,26,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,7,D,L2,L,26,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,7,C,H1,H,27,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,7,D,L2,L,27,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,7,C,H1,H,28,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,7,D,L2,L,28,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,7,C,H1,H,29,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,7,D,L2,L,29,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,7,C,H1,H,30,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,7,D,L2,L,30,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,7,C,H1,H,31,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,7,D,L2,L,31,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,7,C,H1,H,32,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,7,D,L2,L,32,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,8,A,L1,L,33,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,8,B,M1,M,33,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,8,A,L1,L,34,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,8,B,M1,M,34,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,8,A,L1,L,35,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,8,B,M1,M,35,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,8,A,L1,L,36,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,8,B,M1,M,36,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,8,A,L1,L,37,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,8,B,M1,M,37,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,8,A,L1,L,38,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,8,B,M1,M,38,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,8,A,L1,L,39,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,8,B,M1,M,39,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,8,A,L1,L,40,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,8,B,M1,M,40,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,9,C,H1,H,33,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,9,D,L2,L,33,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,9,C,H1,H,34,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,9,D,L2,L,34,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,9,C,H1,H,35,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,9,D,L2,L,35,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,9,C,H1,H,36,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,9,D,L2,L,36,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,9,C,H1,H,37,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,9,D,L2,L,37,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,9,C,H1,H,38,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,9,D,L2,L,38,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,9,C,H1,H,39,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,9,D,L2,L,39,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,9,C,H1,H,40,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,9,D,L2,L,40,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,10,A,L1,L,41,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,10,B,M1,M,41,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,10,A,L1,L,42,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,10,B,M1,M,42,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,10,A,L1,L,43,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,10,B,M1,M,43,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,10,A,L1,L,44,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,10,B,M1,M,44,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,10,A,L1,L,45,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,10,B,M1,M,45,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,10,A,L1,L,46,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,10,B,M1,M,46,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,10,A,L1,L,47,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,10,B,M1,M,47,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,10,A,L1,L,48,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,10,B,M1,M,48,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,11,C,H1,H,41,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,11,D,L2,L,41,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,11,C,H1,H,42,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,11,D,L2,L,42,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,11,C,H1,H,43,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,11,D,L2,L,43,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,11,C,H1,H,44,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,11,D,L2,L,44,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,11,C,H1,H,45,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,11,D,L2,L,45,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,11,C,H1,H,46,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,11,D,L2,L,46,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,11,C,H1,H,47,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,11,D,L2,L,47,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,11,C,H1,H,48,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,11,D,L2,L,48,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,12,A,L1,L,49,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,12,B,M1,M,49,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,12,A,L1,L,50,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,12,B,M1,M,50,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,12,A,L1,L,51,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,12,B,M1,M,51,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,12,A,L1,L,52,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,12,B,M1,M,52,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,12,A,L1,L,53,16,1
